country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Russia,2020-04-15,-44,-13,-29,-42,-46,17
Russia,2020-04-16,-45,-16,-34,-43,-46,17
Russia,2020-04-17,-46,-15,-39,-44,-46,18
Russia,2020-04-18,-52,-16,-51,-44,-38,9
Russia,2020-04-19,-55,-26,-46,-42,-24,4
Russia,2020-04-20,-46,-21,-32,-43,-43,16
Russia,2020-04-21,-43,-16,-25,-40,-44,15
Russia,2020-04-22,-46,-20,-39,-45,-44,17
Russia,2020-04-23,-46,-19,-42,-45,-44,17
Russia,2020-04-24,-46,-17,-41,-45,-43,18
Russia,2020-04-25,-52,-22,-52,-44,-37,9
Russia,2020-04-26,-48,-18,-33,-36,-20,3
Russia,2020-04-27,-39,-13,-6,-37,-41,14
Russia,2020-04-28,-38,-11,-9,-35,-41,14
Russia,2020-04-29,-38,-11,-30,-38,-41,14
Russia,2020-04-30,-33,-3,-22,-31,-40,11
Russia,2020-05-01,-53,-23,-37,-53,-75,22
Russia,2020-05-02,-60,-34,-57,-51,-44,9
Russia,2020-05-03,-53,-25,-46,-43,-17,3
Russia,2020-05-04,-44,-17,3,-46,-70,16
Russia,2020-05-05,-42,-13,15,-42,-69,13
Russia,2020-05-06,-37,-7,8,-33,-43,10
Russia,2020-05-07,-36,-6,13,-31,-44,10
Russia,2020-05-08,-37,-5,2,-32,-44,10
Russia,2020-05-09,-51,-19,0,-34,-43,0
Russia,2020-05-10,-49,-21,-18,-32,-15,-4
Russia,2020-05-11,-41,-13,10,-43,-71,12
Russia,2020-05-12,-34,-5,10,-28,-37,10
Russia,2020-05-13,-32,-4,12,-27,-36,9
Russia,2020-05-14,-32,-5,14,-27,-36,10
Russia,2020-05-15,-34,-5,7,-27,-36,9
Russia,2020-05-16,-43,-14,-19,-29,-30,2
Russia,2020-05-17,-43,-13,-21,-29,-12,-3
Russia,2020-05-18,-31,-5,20,-26,-33,9
Russia,2020-05-19,-34,-9,-9,-30,-34,10
Russia,2020-05-20,-33,-5,16,-28,-34,10
Russia,2020-05-21,-34,-8,-1,-29,-34,10
Russia,2020-05-22,-35,-5,11,-26,-33,9
Russia,2020-05-23,-41,-10,22,-22,-27,0
Russia,2020-05-24,-40,-9,21,-19,-11,-5
Russia,2020-05-25,-33,-6,10,-26,-33,8
Russia,2020-05-26,-26,2,55,-20,-32,7
Russia,2020-05-27,-28,-1,42,-23,-32,7
Russia,2020-05-28,-26,2,57,-19,-32,6
Russia,2020-05-29,-30,1,45,-18,-32,6
Russia,2020-05-30,-38,-9,43,-17,-24,-4
Russia,2020-05-31,-41,-12,-18,-26,-7,-5
Russia,2020-06-01,-28,-1,5,-24,-31,9
Russia,2020-06-02,-28,-2,18,-22,-32,8
Russia,2020-06-03,-26,0,42,-20,-31,7
Russia,2020-06-04,-25,2,57,-16,-31,6
Russia,2020-06-05,-27,0,54,-18,-31,5
Russia,2020-06-06,-36,-8,48,-15,-24,-5
Russia,2020-06-07,-34,-5,43,-13,-5,-10
Russia,2020-06-08,-22,3,89,-16,-30,4
Russia,2020-06-09,-22,2,81,-15,-31,3
Russia,2020-06-10,-21,5,74,-15,-30,2
Russia,2020-06-11,-19,8,44,-10,-32,1
Russia,2020-06-12,-36,-12,10,-36,-69,11
Russia,2020-06-13,-40,-17,11,-24,-26,-2
Russia,2020-06-14,-32,-7,17,-14,0,-8
Russia,2020-06-15,-16,7,86,-9,-30,4
Russia,2020-06-16,-17,6,89,-7,-30,3
Russia,2020-06-17,-22,1,49,-15,-30,5
Russia,2020-06-18,-21,-1,37,-15,-31,5
Russia,2020-06-19,-24,-1,51,-14,-31,4
Russia,2020-06-20,-36,-14,0,-20,-20,-2
Russia,2020-06-21,-33,-10,-6,-18,-2,-5
Russia,2020-06-22,-21,-3,34,-17,-32,6
Russia,2020-06-23,-16,4,61,-11,-31,4
Russia,2020-06-24,-21,-2,77,-24,-63,15
Russia,2020-06-25,-22,-2,23,-15,-32,6
Russia,2020-06-26,-27,-6,3,-19,-32,7
Russia,2020-06-27,-32,-11,17,-15,-21,-1
Russia,2020-06-28,-39,-19,-52,-30,-9,-1
Russia,2020-06-29,-20,-2,25,-16,-32,7
Russia,2020-06-30,-17,2,32,-9,-31,4
Russia,2020-07-01,-13,6,65,-20,-63,12
Russia,2020-07-02,-15,0,77,-6,-31,4
Russia,2020-07-03,-22,-2,44,-10,-32,3
Russia,2020-07-04,-30,-10,65,-6,-22,-6
Russia,2020-07-05,-31,-10,12,-9,-4,-8
Russia,2020-07-06,-14,4,102,-6,-32,2
Russia,2020-07-07,-13,5,102,-5,-33,1
Russia,2020-07-08,-16,2,84,-10,-33,0
Russia,2020-07-09,-16,3,82,-9,-34,0
Russia,2020-07-10,-21,3,58,-10,-35,-2
Russia,2020-07-11,-36,-14,31,-13,-26,-9
Russia,2020-07-12,-30,-8,33,-5,-3,-15
Russia,2020-07-13,-14,6,90,-6,-34,0
Russia,2020-07-14,-14,6,79,-7,-35,0
Russia,2020-07-15,-14,7,65,-9,-34,-1
Russia,2020-07-16,-16,7,68,-9,-35,-1
Russia,2020-07-17,-22,2,53,-13,-36,-1
Russia,2020-07-18,-35,-14,35,-11,-27,-9
Russia,2020-07-19,-32,-12,8,-9,-6,-12
Russia,2020-07-20,-15,1,52,-8,-33,3
Russia,2020-07-21,-14,0,55,-9,-34,3
Russia,2020-07-22,-13,0,77,-9,-33,2
Russia,2020-07-23,-14,0,69,-8,-34,2
Russia,2020-07-24,-17,-1,70,-9,-34,1
Russia,2020-07-25,-27,-12,59,-5,-24,-6
Russia,2020-07-26,-24,-9,36,-3,-5,-10
Russia,2020-07-27,-13,0,82,-6,-34,3
Russia,2020-07-28,-17,-4,44,-11,-34,3
Russia,2020-07-29,-19,-5,20,-14,-35,4
Russia,2020-07-30,-16,-2,21,-12,-35,4
Russia,2020-07-31,-17,-2,61,-8,-35,2
Russia,2020-08-01,-23,-11,61,-4,-25,-6
Russia,2020-08-02,-20,-7,55,1,-6,-12
Russia,2020-08-03,-10,0,79,-8,-35,2
Russia,2020-08-04,-9,0,75,-6,-35,2
Russia,2020-08-05,-8,1,83,-7,-34,1
Russia,2020-08-06,-8,2,99,-5,-34,0
Russia,2020-08-07,-15,-3,84,-8,-35,-1
Russia,2020-08-08,-23,-12,47,-7,-27,-6
Russia,2020-08-09,-26,-13,-38,-17,-15,-5
Russia,2020-08-10,-11,-2,5,-12,-35,5
Russia,2020-08-11,-13,-4,0,-13,-36,5
Russia,2020-08-12,-5,2,66,-4,-33,2
Russia,2020-08-13,-5,2,71,-3,-34,1
Russia,2020-08-14,-11,0,57,-5,-34,1
Russia,2020-08-15,-13,-5,55,2,-27,-4
Russia,2020-08-16,-16,-6,-19,-3,-13,-5
Russia,2020-08-17,-14,-6,-2,-9,-35,5
Russia,2020-08-18,-5,-1,23,-4,-33,3
Russia,2020-08-19,-9,-6,-4,-12,-33,4
Russia,2020-08-20,-7,-4,10,-7,-34,3
Russia,2020-08-21,-10,-4,21,-6,-34,3
Russia,2020-08-22,-13,-9,16,-2,-26,-4
Russia,2020-08-23,-12,-7,15,3,-7,-8
Russia,2020-08-24,-1,1,89,1,-31,1
Russia,2020-08-25,-2,1,64,-1,-32,0
Russia,2020-08-26,-1,1,79,-2,-30,0
Russia,2020-08-27,-1,2,87,2,-31,-1
Russia,2020-08-28,-5,1,87,1,-31,-2
Russia,2020-08-29,-13,-7,86,7,-25,-9
Russia,2020-08-30,-7,-2,53,12,-6,-13
Russia,2020-08-31,9,11,77,11,-30,0
Russia,2020-09-01,11,13,126,11,-32,-1
Russia,2020-09-02,-8,-3,14,-3,-31,1
Russia,2020-09-03,-3,0,35,3,-30,0
Russia,2020-09-04,-10,-2,22,2,-31,0
Russia,2020-09-05,-14,-7,32,2,-27,-5
Russia,2020-09-06,-11,-3,32,6,-9,-8
Russia,2020-09-07,-4,2,61,3,-31,0
Russia,2020-09-08,-4,2,65,3,-31,-1
Russia,2020-09-09,-4,0,66,1,-28,-1
Russia,2020-09-10,-3,1,48,3,-29,-1
Russia,2020-09-11,-7,-1,41,2,-30,-1
Russia,2020-09-12,-10,-6,30,4,-27,-4
Russia,2020-09-13,-8,-2,28,8,-10,-8
Russia,2020-09-14,-3,3,47,2,-24,1
Russia,2020-09-15,-6,-1,7,1,-25,2
Russia,2020-09-16,-10,-7,-5,-5,-26,3
Russia,2020-09-17,-4,-2,10,0,-25,2
Russia,2020-09-18,-3,-3,84,4,-26,1
Russia,2020-09-19,-4,-5,56,11,-24,-4
Russia,2020-09-20,-13,-9,-24,-4,-11,-3
Russia,2020-09-21,-6,-3,9,-1,-25,2
Russia,2020-09-22,-7,-2,4,-1,-24,2
Russia,2020-09-23,-11,-6,-7,-3,-21,3
Russia,2020-09-24,-8,-4,11,3,-21,2
Russia,2020-09-25,-7,-2,25,8,-21,0
Russia,2020-09-26,-8,-6,53,12,-20,-5
Russia,2020-09-27,-9,-4,48,15,-5,-7
Russia,2020-09-28,-7,-1,43,5,-19,1
Russia,2020-09-29,-8,-1,21,5,-19,1
Russia,2020-09-30,-5,2,39,6,-19,0
Russia,2020-10-01,-4,2,48,10,-17,0
Russia,2020-10-02,-9,1,43,11,-19,-1
Russia,2020-10-03,-9,-4,23,11,-23,-3
Russia,2020-10-04,-10,-2,-7,9,-9,-4
Russia,2020-10-05,-9,1,12,7,-19,2
Russia,2020-10-06,-13,-4,-12,3,-20,3
Russia,2020-10-07,-9,0,4,2,-18,2
Russia,2020-10-08,-9,-2,10,4,-18,2
Russia,2020-10-09,-12,-3,3,4,-19,3
Russia,2020-10-10,-11,-5,6,5,-21,-1
Russia,2020-10-11,-12,-4,6,8,-7,-3
Russia,2020-10-12,-10,-1,32,4,-19,3
Russia,2020-10-13,-9,2,24,2,-19,3
Russia,2020-10-14,-9,1,19,0,-18,3
Russia,2020-10-15,-7,2,15,2,-18,3
Russia,2020-10-16,-10,1,13,3,-20,3
Russia,2020-10-17,-14,-8,-25,-6,-22,2
Russia,2020-10-18,-12,-5,-17,0,-9,-1
Russia,2020-10-19,-12,-1,12,-1,-19,5
Russia,2020-10-20,-14,-3,-11,-5,-20,5
Russia,2020-10-21,-13,-3,-9,-7,-18,5
Russia,2020-10-22,-14,-6,-16,-3,-19,5
Russia,2020-10-23,-14,-4,-17,-4,-24,6
Russia,2020-10-24,-14,-5,-23,-1,-22,3
Russia,2020-10-25,-13,-4,-23,0,-8,0
Russia,2020-10-26,-16,-7,-14,-9,-28,8
Russia,2020-10-27,-15,-4,-21,-11,-28,8
Russia,2020-10-28,-15,-5,-16,-13,-27,8
Russia,2020-10-29,-13,-4,-8,-10,-28,7
Russia,2020-10-30,-16,-2,-2,-8,-29,7
Russia,2020-10-31,-17,-5,-8,-6,-23,2
Russia,2020-11-01,-19,-7,-23,-8,-10,1
Russia,2020-11-02,-18,-5,-10,-14,-29,9
Russia,2020-11-03,-11,1,0,-9,-30,7
Russia,2020-11-04,-11,-2,25,-25,-68,19
Russia,2020-11-05,-19,-8,-12,-14,-30,9
Russia,2020-11-06,-20,-7,-12,-14,-30,10
Russia,2020-11-07,-18,-8,-8,-9,-25,5
Russia,2020-11-08,-23,-10,-29,-12,-10,3
Russia,2020-11-09,-21,-8,-18,-15,-28,10
Russia,2020-11-10,-17,-2,-17,-14,-28,9
Russia,2020-11-11,-17,-5,-18,-14,-27,9
Russia,2020-11-12,-16,-5,-18,-13,-27,9
Russia,2020-11-13,-17,-3,-21,-11,-28,9
Russia,2020-11-14,-15,-5,-31,-10,-24,5
Russia,2020-11-15,-16,-6,-36,-11,-9,3
Russia,2020-11-16,-18,-7,-21,-15,-27,10
Russia,2020-11-17,-17,-4,-16,-15,-27,9
Russia,2020-11-18,-18,-7,-20,-18,-26,9
Russia,2020-11-19,-18,-8,-21,-16,-27,9
Russia,2020-11-20,-20,-7,-27,-17,-27,10
Russia,2020-11-21,-19,-9,-28,-14,-24,5
Russia,2020-11-22,-21,-9,-32,-13,-8,3
Russia,2020-11-23,-20,-8,-17,-17,-26,9
Russia,2020-11-24,-19,-7,-23,-19,-26,9
Russia,2020-11-25,-18,-7,-25,-19,-25,9
Russia,2020-11-26,-17,-8,-23,-15,-25,9
Russia,2020-11-27,-17,-6,-23,-11,-26,9
Russia,2020-11-28,-17,-8,-27,-13,-22,5
Russia,2020-11-29,-18,-9,-38,-12,-7,2
Turkey,2020-02-15,2,3,-11,-4,7,1
Turkey,2020-02-16,7,6,14,2,5,0
Turkey,2020-02-17,6,5,10,5,8,-2
Turkey,2020-02-18,4,6,11,4,8,-2
Turkey,2020-02-19,0,3,6,0,9,-2
Turkey,2020-02-20,-1,2,2,0,10,-1
Turkey,2020-02-21,-4,0,-8,-3,7,0
Turkey,2020-02-22,0,1,-10,-4,8,1
Turkey,2020-02-23,7,5,21,3,7,0
Turkey,2020-02-24,3,3,7,3,9,-1
Turkey,2020-02-25,3,6,12,4,9,-2
Turkey,2020-02-26,1,6,15,3,10,-2
Turkey,2020-02-27,-2,4,7,3,11,-1
Turkey,2020-02-28,-3,3,6,0,8,-1
Turkey,2020-02-29,-6,-2,-16,-10,7,2
Turkey,2020-03-01,9,10,35,3,7,0
Turkey,2020-03-02,6,7,18,7,10,-2
Turkey,2020-03-03,7,9,23,6,10,-3
Turkey,2020-03-04,2,7,16,4,11,-2
Turkey,2020-03-05,3,8,10,4,12,-2
Turkey,2020-03-06,6,10,17,4,9,-2
Turkey,2020-03-07,13,12,34,9,10,-2
Turkey,2020-03-08,18,15,68,12,8,-3
Turkey,2020-03-09,8,8,24,8,10,-3
Turkey,2020-03-10,2,7,4,1,10,-2
Turkey,2020-03-11,3,21,15,3,11,-2
Turkey,2020-03-12,6,19,25,6,12,-2
Turkey,2020-03-13,-2,14,11,2,6,0
Turkey,2020-03-14,-7,10,10,-4,4,1
Turkey,2020-03-15,-15,5,3,-16,1,2
Turkey,2020-03-16,-12,13,-13,-14,-12,5
Turkey,2020-03-17,-26,14,-19,-22,-19,8
Turkey,2020-03-18,-37,1,-29,-33,-23,11
Turkey,2020-03-19,-41,-3,-28,-38,-25,13
Turkey,2020-03-20,-45,-6,-27,-41,-30,16
Turkey,2020-03-21,-52,-10,-32,-46,-26,15
Turkey,2020-03-22,-64,-20,-33,-55,-35,13
Turkey,2020-03-23,-51,-13,-32,-48,-37,16
Turkey,2020-03-24,-57,-21,-39,-54,-42,18
Turkey,2020-03-25,-58,-22,-38,-55,-43,19
Turkey,2020-03-26,-57,-20,-32,-55,-43,19
Turkey,2020-03-27,-59,-21,-40,-57,-45,22
Turkey,2020-03-28,-66,-27,-57,-63,-40,20
Turkey,2020-03-29,-75,-39,-58,-71,-45,17
Turkey,2020-03-30,-57,-24,-39,-58,-47,21
Turkey,2020-03-31,-61,-27,-45,-61,-49,21
Turkey,2020-04-01,-61,-25,-47,-62,-49,22
Turkey,2020-04-02,-62,-27,-46,-64,-50,23
Turkey,2020-04-03,-62,-22,-47,-64,-50,25
Turkey,2020-04-04,-70,-30,-60,-70,-46,23
Turkey,2020-04-05,-76,-40,-61,-76,-48,19
Turkey,2020-04-06,-61,-26,-49,-65,-51,23
Turkey,2020-04-07,-64,-25,-49,-65,-52,23
Turkey,2020-04-08,-65,-26,-49,-65,-51,23
Turkey,2020-04-09,-64,-25,-43,-63,-50,23
Turkey,2020-04-10,-61,-15,-41,-61,-51,24
Turkey,2020-04-11,-92,-83,-81,-90,-78,34
Turkey,2020-04-12,-93,-85,-79,-90,-70,25
Turkey,2020-04-13,-52,9,-32,-55,-48,19
Turkey,2020-04-14,-58,-12,-39,-59,-49,20
Turkey,2020-04-15,-62,-15,-46,-63,-49,22
Turkey,2020-04-16,-56,-3,-35,-58,-47,21
Turkey,2020-04-17,-53,15,-31,-57,-48,21
Turkey,2020-04-18,-92,-84,-79,-90,-76,31
Turkey,2020-04-19,-92,-84,-76,-89,-66,22
Turkey,2020-04-20,-52,-1,-28,-53,-44,16
Turkey,2020-04-21,-51,11,-35,-54,-45,17
Turkey,2020-04-22,-49,23,-31,-51,-45,16
Turkey,2020-04-23,-87,-70,-71,-87,-80,35
Turkey,2020-04-24,-87,-65,-74,-88,-78,39
Turkey,2020-04-25,-91,-82,-79,-90,-74,33
Turkey,2020-04-26,-91,-82,-75,-88,-63,23
Turkey,2020-04-27,-47,15,-21,-49,-43,17
Turkey,2020-04-28,-54,-1,-29,-53,-45,17
Turkey,2020-04-29,-56,-2,-30,-53,-43,19
Turkey,2020-04-30,-49,18,-20,-49,-42,16
Turkey,2020-05-01,-87,-65,-72,-87,-80,38
Turkey,2020-05-02,-91,-81,-78,-89,-72,32
Turkey,2020-05-03,-91,-81,-76,-88,-61,23
Turkey,2020-05-04,-49,10,-27,-51,-40,16
Turkey,2020-05-05,-52,-1,-27,-51,-41,17
Turkey,2020-05-06,-53,-1,-26,-50,-40,17
Turkey,2020-05-07,-52,0,-24,-50,-39,18
Turkey,2020-05-08,-49,17,-23,-50,-40,19
Turkey,2020-05-09,-85,-69,-70,-85,-64,28
Turkey,2020-05-10,-83,-65,-55,-82,-51,20
Turkey,2020-05-11,-41,13,-12,-42,-36,14
Turkey,2020-05-12,-46,4,-18,-45,-37,15
Turkey,2020-05-13,-45,9,0,-44,-36,15
Turkey,2020-05-14,-46,7,-11,-44,-35,14
Turkey,2020-05-15,-39,33,-1,-40,-36,14
Turkey,2020-05-16,-79,-60,-61,-82,-56,25
Turkey,2020-05-17,-80,-60,-51,-81,-45,19
Turkey,2020-05-18,-69,-30,-46,-76,-64,27
Turkey,2020-05-19,-72,-37,-48,-78,-69,28
Turkey,2020-05-20,-34,33,7,-33,-33,11
Turkey,2020-05-21,-36,31,-5,-37,-34,12
Turkey,2020-05-22,-31,57,-1,-36,-35,12
Turkey,2020-05-23,-86,-52,-74,-83,-71,31
Turkey,2020-05-24,-92,-85,-68,-85,-62,22
Turkey,2020-05-25,-92,-86,-71,-87,-85,35
Turkey,2020-05-26,-91,-84,-69,-86,-83,32
Turkey,2020-05-27,-37,23,-4,-38,-29,9
Turkey,2020-05-28,-39,12,-4,-37,-29,11
Turkey,2020-05-29,-36,26,4,-35,-29,12
Turkey,2020-05-30,-74,-43,-54,-76,-45,22
Turkey,2020-05-31,-77,-57,-41,-74,-34,15
Turkey,2020-06-01,-25,13,6,-23,-21,7
Turkey,2020-06-02,-29,8,5,-26,-22,7
Turkey,2020-06-03,-25,14,24,-24,-20,6
Turkey,2020-06-04,-27,11,22,-22,-19,7
Turkey,2020-06-05,-22,23,44,-19,-20,6
Turkey,2020-06-06,-36,1,9,-29,-12,6
Turkey,2020-06-07,-38,-1,38,-26,-7,1
Turkey,2020-06-08,-23,8,24,-22,-18,5
Turkey,2020-06-09,-26,6,23,-24,-19,5
Turkey,2020-06-10,-22,12,38,-21,-17,4
Turkey,2020-06-11,-20,13,37,-21,-17,5
Turkey,2020-06-12,-23,13,29,-24,-19,6
Turkey,2020-06-13,-28,7,19,-26,-6,4
Turkey,2020-06-14,-30,3,43,-25,-2,0
Turkey,2020-06-15,-17,12,31,-20,-16,4
Turkey,2020-06-16,-18,14,37,-19,-16,3
Turkey,2020-06-17,-22,11,31,-21,-16,4
Turkey,2020-06-18,-20,10,33,-22,-16,4
Turkey,2020-06-19,-21,17,26,-22,-18,5
Turkey,2020-06-20,-45,-16,4,-41,-25,10
Turkey,2020-06-21,-29,3,49,-23,2,-1
Turkey,2020-06-22,-13,13,41,-16,-17,2
Turkey,2020-06-23,-20,9,27,-21,-18,3
Turkey,2020-06-24,-20,11,36,-19,-15,3
Turkey,2020-06-25,-16,14,52,-15,-14,2
Turkey,2020-06-26,-18,19,44,-16,-17,3
Turkey,2020-06-27,-44,-14,17,-36,-26,8
Turkey,2020-06-28,-59,-34,13,-44,-18,6
Turkey,2020-06-29,-10,16,54,-10,-15,1
Turkey,2020-06-30,-13,13,49,-12,-16,1
Turkey,2020-07-01,-17,11,47,-13,-16,1
Turkey,2020-07-02,-14,12,58,-13,-15,1
Turkey,2020-07-03,-18,11,49,-16,-17,2
Turkey,2020-07-04,-24,5,41,-17,-6,0
Turkey,2020-07-05,-26,0,68,-16,-2,-4
Turkey,2020-07-06,-12,11,54,-12,-17,0
Turkey,2020-07-07,-14,11,52,-13,-18,0
Turkey,2020-07-08,-18,8,40,-16,-17,1
Turkey,2020-07-09,-14,10,58,-13,-15,0
Turkey,2020-07-10,-18,10,49,-15,-17,1
Turkey,2020-07-11,-23,4,44,-14,-5,-1
Turkey,2020-07-12,-24,1,72,-13,0,-4
Turkey,2020-07-13,-14,8,46,-13,-17,0
Turkey,2020-07-14,-14,8,52,-11,-18,-1
Turkey,2020-07-15,-14,8,62,-18,-37,5
Turkey,2020-07-16,-12,12,63,-11,-15,0
Turkey,2020-07-17,-16,11,54,-15,-17,1
Turkey,2020-07-18,-21,4,44,-14,-4,-1
Turkey,2020-07-19,-22,0,72,-13,1,-4
Turkey,2020-07-20,-10,10,60,-10,-17,-1
Turkey,2020-07-21,-12,9,57,-12,-18,-1
Turkey,2020-07-22,-16,8,52,-14,-16,0
Turkey,2020-07-23,-12,10,66,-10,-15,-1
Turkey,2020-07-24,-15,9,58,-12,-17,1
Turkey,2020-07-25,-19,6,47,-10,-4,-2
Turkey,2020-07-26,-19,3,73,-10,4,-4
Turkey,2020-07-27,-5,15,68,-7,-20,-1
Turkey,2020-07-28,-6,17,63,-7,-20,-1
Turkey,2020-07-29,-4,27,63,-1,-21,-2
Turkey,2020-07-30,4,52,84,2,-41,2
Turkey,2020-07-31,-49,-27,60,-28,-71,5
Turkey,2020-08-01,-41,-15,65,-22,-54,1
Turkey,2020-08-02,-26,-4,102,-6,-18,-7
Turkey,2020-08-03,-16,-1,109,-9,-64,4
Turkey,2020-08-04,-10,14,70,-8,-26,-2
Turkey,2020-08-05,-14,11,65,-11,-24,0
Turkey,2020-08-06,-11,12,77,-10,-23,0
Turkey,2020-08-07,-15,8,64,-13,-24,1
Turkey,2020-08-08,-21,2,45,-11,-10,-1
Turkey,2020-08-09,-21,0,68,-8,-4,-4
Turkey,2020-08-10,-8,11,65,-5,-22,-1
Turkey,2020-08-11,-10,10,65,-8,-23,-1
Turkey,2020-08-12,-14,8,61,-11,-22,0
Turkey,2020-08-13,-12,9,72,-10,-20,0
Turkey,2020-08-14,-16,7,58,-13,-22,1
Turkey,2020-08-15,-19,4,47,-10,-9,-2
Turkey,2020-08-16,-19,1,75,-8,-5,-4
Turkey,2020-08-17,-9,10,60,-7,-21,-1
Turkey,2020-08-18,-13,8,56,-11,-21,-1
Turkey,2020-08-19,-17,6,52,-13,-21,0
Turkey,2020-08-20,-14,7,60,-11,-19,0
Turkey,2020-08-21,-18,6,49,-14,-21,2
Turkey,2020-08-22,-22,0,40,-12,-9,-1
Turkey,2020-08-23,-22,-2,67,-10,-5,-3
Turkey,2020-08-24,-12,7,52,-10,-20,0
Turkey,2020-08-25,-14,8,52,-11,-21,0
Turkey,2020-08-26,-18,6,46,-13,-19,1
Turkey,2020-08-27,-14,8,59,-11,-18,0
Turkey,2020-08-28,-18,5,49,-14,-20,2
Turkey,2020-08-29,-24,1,38,-14,-9,0
Turkey,2020-08-30,-25,-5,66,-11,-6,-3
Turkey,2020-08-31,-14,5,46,-10,-20,0
Turkey,2020-09-01,-15,7,47,-10,-21,0
Turkey,2020-09-02,-19,4,41,-13,-20,1
Turkey,2020-09-03,-16,5,52,-11,-19,1
Turkey,2020-09-04,-20,6,37,-15,-21,3
Turkey,2020-09-05,-22,5,30,-13,-9,1
Turkey,2020-09-06,-20,2,62,-11,-7,-2
Turkey,2020-09-07,-13,8,45,-10,-21,1
Turkey,2020-09-08,-15,8,42,-12,-22,1
Turkey,2020-09-09,-20,5,36,-14,-20,2
Turkey,2020-09-10,-15,7,52,-10,-20,2
Turkey,2020-09-11,-20,5,39,-16,-22,3
Turkey,2020-09-12,-24,1,29,-15,-10,1
Turkey,2020-09-13,-23,-1,52,-15,-7,-1
Turkey,2020-09-14,-15,4,40,-12,-18,2
Turkey,2020-09-15,-15,7,41,-12,-19,2
Turkey,2020-09-16,-19,4,35,-14,-19,3
Turkey,2020-09-17,-16,4,46,-12,-18,3
Turkey,2020-09-18,-20,5,34,-17,-20,4
Turkey,2020-09-19,-23,3,24,-15,-8,2
Turkey,2020-09-20,-22,1,40,-16,-5,0
Turkey,2020-09-21,-14,7,31,-12,-19,3
Turkey,2020-09-22,-18,9,29,-12,-20,3
Turkey,2020-09-23,-23,11,25,-13,-18,4
Turkey,2020-09-24,-21,12,33,-11,-17,4
Turkey,2020-09-25,-23,13,26,-14,-19,6
Turkey,2020-09-26,-25,9,24,-11,-6,3
Turkey,2020-09-27,-25,3,47,-10,-4,0
Turkey,2020-09-28,-18,12,29,-9,-18,4
Turkey,2020-09-29,-23,10,17,-14,-19,4
Turkey,2020-09-30,-23,13,19,-12,-18,3
Turkey,2020-10-01,-21,17,29,-11,-15,3
Turkey,2020-10-02,-23,17,28,-8,-17,5
Turkey,2020-10-03,-24,10,26,-6,-6,2
Turkey,2020-10-04,-22,3,58,-3,-5,-1
Turkey,2020-10-05,-18,14,31,-4,-18,3
Turkey,2020-10-06,-19,15,31,-4,-18,2
Turkey,2020-10-07,-22,13,25,-7,-16,3
Turkey,2020-10-08,-24,10,13,-12,-15,5
Turkey,2020-10-09,-23,14,15,-11,-16,6
Turkey,2020-10-10,-21,11,20,-5,-3,3
Turkey,2020-10-11,-18,7,55,-1,-1,0
Turkey,2020-10-12,-16,16,28,-1,-15,3
Turkey,2020-10-13,-21,13,16,-6,-16,4
Turkey,2020-10-14,-21,15,18,-6,-15,5
Turkey,2020-10-15,-16,21,33,-1,-13,3
Turkey,2020-10-16,-20,20,26,-5,-15,5
Turkey,2020-10-17,-22,12,15,-6,-4,3
Turkey,2020-10-18,-23,4,26,-10,-4,2
Turkey,2020-10-19,-19,15,10,-6,-15,5
Turkey,2020-10-20,-21,14,7,-8,-15,4
Turkey,2020-10-21,-22,15,10,-8,-15,6
Turkey,2020-10-22,-17,21,30,-4,-12,4
Turkey,2020-10-23,-20,22,26,-8,-14,5
Turkey,2020-10-24,-22,14,23,-6,-2,3
Turkey,2020-10-25,-19,9,52,-4,-1,0
Turkey,2020-10-26,-18,20,23,-5,-14,4
Turkey,2020-10-27,-19,19,21,-5,-15,4
Turkey,2020-10-28,-21,16,18,-9,-19,6
Turkey,2020-10-29,-20,8,27,-19,-42,12
Turkey,2020-10-30,-28,14,7,-19,-17,7
Turkey,2020-10-31,-29,6,2,-17,-6,6
Turkey,2020-11-01,-27,2,19,-13,-5,3
Turkey,2020-11-02,-21,14,8,-9,-15,5
Turkey,2020-11-03,-23,14,3,-12,-16,5
Turkey,2020-11-04,-29,7,-11,-18,-17,7
Turkey,2020-11-05,-24,13,0,-15,-14,7
Turkey,2020-11-06,-26,14,-3,-19,-16,8
Turkey,2020-11-07,-27,6,-7,-19,-6,6
Turkey,2020-11-08,-25,2,22,-16,-6,4
Turkey,2020-11-09,-21,11,8,-12,-16,6
Turkey,2020-11-10,-22,12,4,-14,-16,6
Turkey,2020-11-11,-26,10,-2,-17,-17,7
Turkey,2020-11-12,-24,12,8,-14,-14,6
Turkey,2020-11-13,-27,13,3,-18,-16,8
Turkey,2020-11-14,-31,2,-12,-21,-7,7
Turkey,2020-11-15,-28,0,12,-20,-8,4
Turkey,2020-11-16,-22,10,4,-16,-20,7
Turkey,2020-11-17,-24,10,4,-16,-21,6
Turkey,2020-11-18,-32,5,-11,-24,-21,9
Turkey,2020-11-19,-28,7,-10,-22,-20,9
Turkey,2020-11-20,-34,9,-16,-25,-23,11
Turkey,2020-11-21,-51,-6,-33,-39,-20,14
Turkey,2020-11-22,-52,-13,-16,-40,-24,10
